-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 1 1 1 1 1 1 1 1 1 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 15 15 15 15 15 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 15 15 15 15 15 27 15 15 15 27 15 15 15 27 15 15 15 27 15 15 15 15 5 8 8 8 8 8
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 22 22 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 12 8 8 8 8 8 8 8 8 8 9 -1 -1 -1 -1 22 22 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 15 15 15 15 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 17 -1 -1 -1 17 -1 -1 -1 17 -1 -1 -1 17 -1 -1 -1 -1 14 5 8 8 8 8
0 1 1 1 1 1 1 1 1 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 21 38 15 15 15 27 15 15 15 27 15 15 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 15 15 15 15 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 -1 -1 -1 3 -1 -1 -1 3 -1 -1 -1 -1 -1 -1 -1 14 15 5 8 8
14 15 15 15 15 15 15 15 15 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 17 -1 -1 -1 17 -1 -1 -1 -1 -1 -1 -1 -1 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 15 27 15 15 15 -1 -1 -1 -1 -1 -1 22 22 33 47 33 22 22 47 22 22 33 47 22 22 -1 -1 -1 -1 -1 -1 -1 14 5 8
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 22 22 22 -1 -1 -1 -1 -1 -1 -1 -1 3 -1 -1 -1 3 -1 -1 -1 -1 -1 -1 10 -1 -1 -1 -1 -1 -1 -1 24 -1 -1 -1 24 -1 -1 -1 24 -1 -1 -1 -1 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 17 -1 17 -1 -1 -1 -1 -1 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 14 5
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 22 22 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 22 22 33 47 22 33 22 47 22 22 22 22 33 22 47 22 22 22 22 -1 -1 -1 -1 -1 24 -1 -1 -1 24 -1 -1 -1 24 -1 -1 -1 -1 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 -1 -1 -1 -1 -1 3 -1 -1 -1 -1 -1 -1 3 -1 -1 14
0 1 1 1 1 1 1 1 1 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 17 -1 -1 17 -1 -1 -1 -1 -1 -1 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 1 6 1 -1 -1 -1 -1 -1 -1 22 33 22 22 22 33 22 47 22 33 22 22 22 40 -1 -1 -1 -1 -1 -1 35 2 -1 -1
14 15 15 15 15 15 15 15 15 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 22 22 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 17 -1 -1 -1 17 -1 -1 -1 17 -1 -1 -1 17 -1 -1 -1 -1 -1 0 12 11 1 1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 1 1 1 1 1 1 1 1 36 -1 -1 22 22 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 3 -1 -1 -1 3 -1 -1 -1 3 -1 -1 -1 -1 -1 -1 0 12 8 8 8 8
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 14 15 15 15 15 15 15 15 15 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 6 1 1 1 6 1 1 1 6 1 1 1 1 1 1 12 8 8 8 8 8
